Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,Time of Connect,CarInsurance
2284,43,manullgement,single,tertiary,0,8224,1,0,cellular,15,jul,1,-1,0,,3.23.06 AM,3.24.16,0.01.10,0
2285,41,self-employed,single,,0,426,1,0,,19,jun,1,-1,0,,4.49.49 AM,4.51.04,0.01.15,0
2286,38,manullgement,single,secondary,0,399,1,0,cellular,11,aug,4,-1,0,,1.35.18 AM,1.41.25,0.06.07,0
2287,40,services,married,,0,88,1,0,,9,jun,2,-1,0,,11.47.58 AM,11.49.16,0.01.18,0
2288,52,services,divorced,primary,1,-1,0,1,cellular,29,jul,6,-1,0,,3.50.27 AM,3.52.19,0.01.52,0
2289,31,admin.,divorced,secondary,0,-579,1,0,,26,may,1,-1,0,,10.30.23 AM,10.32.53,0.02.30,0
2290,32,unemployed,single,secondary,0,1026,1,0,cellular,13,may,1,-1,0,,4.33.59 AM,4.38.48,0.04.49,1
2291,45,self-employed,married,tertiary,0,0,1,0,cellular,17,nov,1,-1,0,,12.32.41 PM,12.34.55,0.02.14,0
2292,57,manullgement,married,tertiary,0,3250,0,0,cellular,20,aug,3,-1,0,,5.41.30 AM,5.44.12,0.02.42,0
2293,73,retired,married,tertiary,0,459,0,0,cellular,17,feb,1,-1,0,,11.34.14 AM,11.38.55,0.04.41,1
2294,30,self-employed,married,tertiary,0,5,1,1,cellular,9,jul,2,-1,0,,9.34.08 AM,9.35.47,0.01.39,0
2295,44,manullgement,married,tertiary,0,119,1,0,cellular,10,jul,1,-1,0,,2.41.14 AM,2.42.21,0.01.07,0
2296,29,blue-collar,married,secondary,0,8,1,1,cellular,10,jul,1,-1,0,,1.23.19 AM,1.33.46,0.10.27,1
2297,43,services,married,primary,0,2567,1,0,cellular,14,may,1,360,2,failure,1.01.12 AM,1.03.01,0.01.49,0
2298,34,manullgement,married,secondary,0,369,0,0,cellular,2,aug,3,342,4,failure,4.08.44 AM,4.23.12,0.14.28,1
2299,55,housemaid,divorced,primary,0,976,0,0,cellular,28,jun,1,94,3,other,12.39.58 PM,12.45.43,0.05.45,1
2300,41,technician,married,secondary,0,457,1,1,,26,may,2,-1,0,,9.43.04 AM,9.46.05,0.03.01,0
2301,41,retired,divorced,primary,0,-233,1,0,,15,may,2,-1,0,,10.03.29 AM,10.22.45,0.19.16,1
2302,56,retired,married,primary,0,9367,0,0,cellular,13,aug,2,101,2,success,11.01.59 AM,11.07.19,0.05.20,1
2303,46,manullgement,married,tertiary,0,0,0,0,cellular,18,nov,2,110,3,other,5.37.29 AM,5.49.25,0.11.56,1
2304,30,manullgement,single,tertiary,0,685,0,0,cellular,5,aug,2,-1,0,,2.19.28 AM,2.24.27,0.04.59,0
2305,31,manullgement,single,tertiary,0,617,0,0,cellular,4,jun,1,97,2,success,10.34.46 AM,10.54.07,0.19.21,1
2306,73,retired,single,secondary,0,1050,0,0,cellular,4,mar,3,181,2,failure,2.40.35 AM,2.49.57,0.09.22,1
2307,59,unemployed,married,secondary,0,957,0,0,cellular,8,mar,1,89,2,success,9.18.29 AM,9.23.30,0.05.01,1
2308,31,manullgement,single,tertiary,0,38279,0,0,cellular,16,jul,2,-1,0,,10.34.52 AM,10.38.37,0.03.45,0
2309,50,blue-collar,married,primary,0,-522,1,0,cellular,13,may,3,-1,0,,11.38.10 AM,11.52.33,0.14.23,1
2310,32,manullgement,single,tertiary,0,435,1,1,cellular,15,may,3,-1,0,,1.47.46 AM,1.59.02,0.11.16,0
2311,55,manullgement,divorced,tertiary,0,2037,0,0,cellular,4,feb,2,94,3,success,10.22.07 AM,10.27.12,0.05.05,1
2312,50,services,divorced,tertiary,0,580,0,0,,17,jun,2,-1,0,,10.25.51 AM,10.27.19,0.01.28,0
2313,34,manullgement,married,tertiary,0,606,0,0,cellular,20,apr,1,-1,0,,5.09.17 AM,5.10.54,0.01.37,1
2314,27,student,single,,0,910,1,1,,27,may,1,-1,0,,9.21.47 AM,9.23.04,0.01.17,0
2315,35,manullgement,married,tertiary,0,178,0,0,cellular,14,aug,2,-1,0,,1.06.44 AM,1.08.00,0.01.16,0
2316,26,admin.,single,secondary,0,74,0,1,cellular,16,jul,2,-1,0,,12.03.34 PM,12.10.33,0.06.59,0
2317,70,retired,married,secondary,0,2626,0,0,cellular,2,sep,2,-1,0,,10.53.38 AM,10.55.58,0.02.20,1
2318,30,technician,single,tertiary,0,2530,1,0,,9,may,1,-1,0,,11.48.52 AM,11.50.02,0.01.10,0
2319,56,retired,married,primary,0,-1,0,0,cellular,27,aug,23,-1,0,,2.30.52 AM,2.32.21,0.01.29,0
2321,58,admin.,married,secondary,0,2160,1,1,cellular,5,may,1,-1,0,,2.49.15 AM,3.07.25,0.18.10,1
2322,26,services,single,secondary,0,256,1,0,cellular,4,may,2,-1,0,,10.18.33 AM,10.20.14,0.01.41,0
2323,52,manullgement,married,tertiary,0,751,0,0,cellular,14,may,4,371,5,failure,4.36.39 AM,4.39.24,0.02.45,0
2324,35,manullgement,single,tertiary,0,538,0,0,cellular,22,dec,3,165,2,other,1.08.19 AM,1.15.09,0.06.50,1
2325,32,technician,married,secondary,0,901,1,0,,21,may,3,-1,0,,11.30.10 AM,11.31.52,0.01.42,0
2326,36,unemployed,married,secondary,1,-318,1,0,,15,may,2,-1,0,,10.44.07 AM,10.46.20,0.02.13,0
2327,46,admin.,married,secondary,0,3098,1,0,telephone,21,nov,9,-1,0,,10.00.32 AM,10.03.44,0.03.12,0
2328,58,self-employed,married,tertiary,0,-364,1,0,,5,may,1,-1,0,,4.17.27 AM,4.23.22,0.05.55,0
2329,31,technician,single,,0,365,0,0,,4,jul,1,-1,0,,4.32.07 AM,4.36.24,0.04.17,0
2330,28,admin.,single,tertiary,0,373,1,0,cellular,4,feb,1,-1,0,,3.28.24 AM,3.30.30,0.02.06,0
2331,35,self-employed,married,tertiary,0,182,0,1,,5,jun,1,-1,0,,1.41.21 AM,1.47.40,0.06.19,0
2332,49,blue-collar,married,primary,0,399,0,0,cellular,29,jan,1,-1,0,,3.36.21 AM,3.47.40,0.11.19,0
2333,65,retired,married,secondary,0,20806,0,0,telephone,8,apr,2,-1,0,,12.22.13 PM,12.30.56,0.08.43,1
2334,31,manullgement,single,tertiary,0,3384,0,0,cellular,16,sep,1,104,2,success,2.24.34 AM,2.27.07,0.02.33,1
2335,39,blue-collar,married,secondary,0,285,1,1,,6,may,1,-1,0,,2.37.39 AM,2.41.08,0.03.29,0
2336,42,admin.,divorced,secondary,0,936,0,0,cellular,30,jan,1,-1,0,,9.37.34 AM,9.53.05,0.15.31,1
2337,26,manullgement,single,tertiary,0,1623,0,0,cellular,2,jun,1,-1,0,,1.20.00 AM,1.27.59,0.07.59,1
2338,19,student,single,secondary,0,372,0,0,telephone,8,jul,3,-1,0,,9.17.25 AM,9.24.49,0.07.24,1
2339,48,services,married,secondary,0,0,1,0,cellular,2,apr,1,267,1,failure,11.49.31 AM,11.51.57,0.02.26,0
2340,33,technician,single,tertiary,0,3689,0,0,cellular,27,aug,3,-1,0,,12.05.04 PM,12.12.29,0.07.25,1
2341,64,housemaid,married,,0,2645,0,0,telephone,3,feb,2,-1,0,,11.43.12 AM,11.46.51,0.03.39,1
2342,42,manullgement,married,tertiary,0,2819,1,0,cellular,18,nov,2,-1,0,,3.17.03 AM,3.19.32,0.02.29,0
2343,48,admin.,married,,0,0,1,0,cellular,8,may,1,168,2,failure,12.46.37 PM,12.48.02,0.01.25,0
2344,58,blue-collar,married,secondary,0,590,0,1,cellular,19,nov,1,167,1,failure,1.16.35 AM,1.18.51,0.02.16,0
2345,63,retired,single,tertiary,0,791,0,0,cellular,21,oct,2,-1,0,,12.15.22 PM,12.18.54,0.03.32,1
2346,48,housemaid,married,tertiary,0,468,1,0,,14,may,1,-1,0,,9.54.47 AM,9.58.27,0.03.40,0
2347,38,services,single,tertiary,0,1222,1,0,,5,jun,2,-1,0,,1.58.55 AM,2.02.52,0.03.57,0
2348,30,services,single,secondary,0,438,1,0,cellular,18,may,1,178,1,failure,11.06.09 AM,11.07.47,0.01.38,0
2349,39,blue-collar,married,secondary,0,203,1,0,,3,jun,1,-1,0,,4.36.44 AM,4.39.07,0.02.23,0
2350,58,manullgement,married,tertiary,0,3864,1,0,cellular,15,jul,4,-1,0,,4.22.45 AM,4.36.20,0.13.35,1
2351,24,student,single,secondary,0,23878,0,0,cellular,18,feb,1,-1,0,,10.35.08 AM,10.38.13,0.03.05,1
2352,38,blue-collar,single,primary,0,522,1,0,,2,jun,1,-1,0,,2.09.37 AM,2.12.13,0.02.36,0
2353,37,blue-collar,married,secondary,0,426,1,0,cellular,13,may,3,345,3,failure,4.45.39 AM,4.51.02,0.05.23,0
2354,51,retired,married,secondary,0,1295,0,1,,20,jun,2,-1,0,,5.20.41 AM,5.25.29,0.04.48,0
2355,46,blue-collar,married,primary,0,1085,1,1,cellular,15,may,2,353,58,other,3.05.29 AM,3.14.12,0.08.43,1
2356,46,admin.,married,secondary,0,974,0,0,cellular,5,jun,2,80,1,success,1.27.50 AM,1.30.44,0.02.54,1
2357,26,blue-collar,single,tertiary,0,644,0,0,cellular,2,dec,1,-1,0,,10.43.38 AM,10.49.24,0.05.46,1
2358,53,admin.,married,secondary,0,2851,0,1,telephone,1,jun,1,119,1,failure,2.27.49 AM,2.29.18,0.01.29,0
2359,42,blue-collar,single,primary,0,177,1,0,cellular,14,may,2,-1,0,,12.17.25 PM,12.20.19,0.02.54,0
2360,35,manullgement,single,tertiary,0,397,1,0,cellular,17,apr,1,-1,0,,5.00.55 AM,5.10.49,0.09.54,1
2361,35,admin.,single,secondary,0,111,1,0,cellular,29,jan,1,195,3,failure,4.46.54 AM,4.47.49,0.00.55,0
2362,25,self-employed,single,,0,1179,0,0,cellular,17,aug,1,83,2,failure,1.57.12 AM,1.57.55,0.00.43,0
2363,51,unemployed,married,secondary,0,760,1,0,,14,may,1,-1,0,,5.14.44 AM,5.21.35,0.06.51,0
2364,52,manullgement,married,secondary,0,218,1,0,,2,jun,12,-1,0,,1.04.28 AM,1.12.38,0.08.10,0
2365,35,manullgement,married,tertiary,0,0,0,0,cellular,22,may,1,-1,0,,2.30.46 AM,2.32.24,0.01.38,0
2366,39,manullgement,single,tertiary,0,1092,0,0,cellular,26,aug,7,-1,0,,12.15.04 PM,12.18.29,0.03.25,0
2367,19,student,single,secondary,0,302,0,0,cellular,16,jul,1,-1,0,,12.49.49 PM,12.53.14,0.03.25,1
2368,41,blue-collar,married,secondary,0,281,1,0,cellular,14,may,4,-1,0,,1.21.07 AM,1.23.10,0.02.03,0
2369,30,services,single,tertiary,0,803,0,0,cellular,30,apr,1,-1,0,,9.17.17 AM,9.21.20,0.04.03,0
2370,56,manullgement,married,tertiary,0,505,1,1,cellular,5,may,1,169,3,failure,3.18.17 AM,3.21.58,0.03.41,0
2371,28,blue-collar,married,secondary,0,255,1,0,cellular,29,jan,2,-1,0,,9.18.05 AM,9.28.07,0.10.02,0
2372,30,unemployed,single,secondary,0,2424,0,0,cellular,15,feb,1,95,2,success,11.48.41 AM,11.54.18,0.05.37,1
2373,39,services,single,secondary,0,158,1,0,cellular,21,nov,1,168,2,failure,3.32.05 AM,3.35.08,0.03.03,0
2374,24,technician,single,secondary,0,598,0,0,cellular,12,may,1,182,2,success,4.44.26 AM,4.57.08,0.12.42,1
2375,40,admin.,divorced,secondary,0,2129,0,0,cellular,30,apr,1,-1,0,,2.27.41 AM,2.35.13,0.07.32,1
2376,62,retired,married,,0,800,0,0,cellular,17,feb,1,-1,0,,9.40.30 AM,9.52.47,0.12.17,1
2377,45,admin.,married,secondary,0,0,0,0,cellular,19,aug,10,-1,0,,4.23.33 AM,4.25.58,0.02.25,0
2378,37,manullgement,married,tertiary,0,825,1,0,cellular,11,aug,5,-1,0,,1.56.27 AM,2.00.01,0.03.34,0
2379,57,retired,divorced,primary,0,698,0,0,telephone,9,dec,3,191,2,failure,5.26.53 AM,5.29.08,0.02.15,0
2380,34,student,single,,0,1011,0,0,cellular,1,jun,1,-1,0,,4.30.02 AM,4.34.15,0.04.13,1
2381,58,entrepreneur,married,secondary,0,670,1,0,cellular,12,may,1,-1,0,,4.50.46 AM,5.11.58,0.21.12,1
2382,75,self-employed,married,,0,4984,0,0,telephone,28,oct,1,-1,0,,11.44.56 AM,11.53.25,0.08.29,1
2383,37,manullgement,married,tertiary,0,3794,0,0,cellular,18,aug,1,379,1,failure,12.01.46 PM,12.04.13,0.02.27,0
2384,32,services,married,secondary,0,914,0,0,cellular,15,jun,1,-1,0,,5.56.22 AM,6.02.34,0.06.12,1
2385,36,admin.,married,secondary,0,96,0,0,cellular,2,feb,1,-1,0,,4.28.52 AM,4.33.54,0.05.02,1
2386,37,manullgement,married,tertiary,0,6771,0,0,cellular,7,sep,1,186,1,success,2.05.19 AM,2.10.56,0.05.37,1
2387,38,self-employed,married,secondary,0,1029,1,0,cellular,4,feb,3,223,1,other,11.42.28 AM,11.45.54,0.03.26,0
2388,32,technician,married,secondary,0,4887,1,0,cellular,17,apr,3,-1,0,,4.30.59 AM,4.35.05,0.04.06,0
2389,61,technician,married,tertiary,0,1263,0,0,telephone,18,feb,4,-1,0,,4.05.42 AM,4.08.38,0.02.56,0
2390,41,admin.,divorced,secondary,0,6046,1,1,telephone,15,mar,6,182,2,success,4.53.22 AM,4.58.22,0.05.00,1
2391,29,manullgement,married,tertiary,0,51,1,0,cellular,17,jul,5,-1,0,,5.19.29 AM,5.41.28,0.21.59,1
2392,45,blue-collar,married,,0,458,1,1,cellular,11,jul,2,-1,0,,9.59.05 AM,10.01.30,0.02.25,0
2393,30,technician,single,secondary,0,4684,1,0,cellular,30,apr,3,-1,0,,1.41.57 AM,1.46.25,0.04.28,1
2394,33,admin.,married,secondary,0,1467,1,0,,20,may,2,-1,0,,9.37.00 AM,9.38.25,0.01.25,0
2395,52,manullgement,single,tertiary,0,1205,0,0,telephone,19,aug,20,-1,0,,4.11.18 AM,4.11.36,0.00.18,0
2396,36,manullgement,single,tertiary,0,1379,0,0,cellular,25,may,1,186,1,failure,9.07.35 AM,9.10.44,0.03.09,1
2397,48,blue-collar,married,secondary,0,893,0,0,cellular,13,aug,2,-1,0,,10.33.36 AM,10.34.38,0.01.02,0
2398,35,blue-collar,married,secondary,0,1388,1,0,,28,may,5,-1,0,,9.23.19 AM,9.25.18,0.01.59,0
2399,59,retired,married,secondary,1,49,0,1,,1,jul,4,-1,0,,1.32.09 AM,1.42.11,0.10.02,0
2400,26,manullgement,single,tertiary,0,222,0,0,cellular,26,apr,1,334,1,failure,12.25.42 PM,12.28.54,0.03.12,1
2401,22,student,single,secondary,0,23,0,0,cellular,27,oct,1,-1,0,,10.44.24 AM,10.46.41,0.02.17,1
2402,40,manullgement,married,tertiary,0,3185,0,0,cellular,18,nov,1,-1,0,,10.03.23 AM,10.05.12,0.01.49,0
2403,49,manullgement,married,secondary,0,1623,1,0,cellular,19,nov,2,-1,0,,2.04.46 AM,2.22.47,0.18.01,1
2404,40,blue-collar,single,secondary,0,1,1,0,,8,may,1,-1,0,,5.10.14 AM,5.13.24,0.03.10,0
2405,52,blue-collar,married,secondary,0,8180,1,0,cellular,13,apr,1,144,1,failure,11.27.43 AM,11.29.04,0.01.21,0
2406,49,blue-collar,single,primary,0,2146,1,0,cellular,7,may,2,353,2,other,11.40.44 AM,12.06.00,0.25.16,1
2407,48,manullgement,divorced,tertiary,0,507,1,0,cellular,9,apr,1,-1,0,,12.16.01 PM,12.24.49,0.08.48,0
2408,45,blue-collar,married,secondary,0,4646,1,0,,13,may,1,-1,0,,4.54.58 AM,4.56.56,0.01.58,0
2409,48,self-employed,married,tertiary,0,3118,0,0,cellular,13,aug,2,-1,0,,11.50.44 AM,11.56.55,0.06.11,0
2410,41,services,married,tertiary,0,881,0,0,cellular,30,oct,3,-1,0,,12.11.33 PM,12.15.50,0.04.17,1
2411,34,services,married,secondary,0,0,0,0,cellular,7,jul,3,-1,0,,12.23.45 PM,12.26.25,0.02.40,0
2412,51,retired,married,primary,0,67,0,0,,18,jun,1,-1,0,,3.46.22 AM,4.00.17,0.13.55,1
2413,27,unemployed,single,primary,0,9,0,1,cellular,9,jul,2,-1,0,,10.57.49 AM,11.13.08,0.15.19,1
2414,22,student,single,secondary,0,330,1,0,cellular,18,may,1,-1,0,,12.41.31 PM,12.43.16,0.01.45,0
2415,27,student,married,secondary,0,119,1,0,cellular,16,jul,2,-1,0,,11.17.35 AM,11.30.36,0.13.01,1
2416,37,blue-collar,married,primary,0,2120,1,0,cellular,15,may,3,175,4,failure,4.47.19 AM,4.58.14,0.10.55,1
2417,22,student,single,secondary,0,552,0,0,cellular,1,sep,1,-1,0,,12.35.09 PM,12.40.36,0.05.27,1
2418,30,blue-collar,married,secondary,0,2,1,1,cellular,17,apr,2,326,1,failure,4.40.01 AM,4.44.52,0.04.51,0
2419,32,technician,single,secondary,0,493,0,0,cellular,13,aug,2,-1,0,,4.54.23 AM,4.59.12,0.04.49,0
2420,40,admin.,single,secondary,0,985,1,0,cellular,4,jun,3,50,8,failure,12.14.55 PM,12.24.47,0.09.52,1
2421,29,admin.,single,secondary,0,265,1,0,cellular,25,nov,1,184,1,failure,5.04.34 AM,5.11.28,0.06.54,1
2422,39,manullgement,single,tertiary,0,0,1,0,cellular,18,nov,2,-1,0,,4.27.07 AM,4.37.40,0.10.33,0
2423,25,student,single,tertiary,0,326,0,0,cellular,26,may,1,-1,0,,1.23.33 AM,1.30.03,0.06.30,1
2424,34,services,single,secondary,0,0,1,0,,5,may,1,-1,0,,1.33.07 AM,1.35.29,0.02.22,0
2425,51,retired,single,tertiary,0,730,1,0,,18,nov,2,-1,0,,3.36.35 AM,3.41.22,0.04.47,0
2426,44,technician,married,primary,0,755,0,1,cellular,31,jul,4,-1,0,,1.49.12 AM,2.03.01,0.13.49,1
2427,32,blue-collar,married,secondary,0,225,1,0,cellular,17,apr,1,150,1,failure,4.51.46 AM,5.01.20,0.09.34,1
2428,32,manullgement,single,tertiary,0,1625,1,0,cellular,19,aug,6,-1,0,,1.07.49 AM,1.15.20,0.07.31,0
2429,46,admin.,married,secondary,0,556,1,1,,15,may,3,-1,0,,11.02.27 AM,11.13.13,0.10.46,1
2430,24,student,single,primary,0,1235,0,0,cellular,14,jul,4,93,6,other,10.58.05 AM,11.03.39,0.05.34,1
2431,53,admin.,divorced,,0,257,0,0,cellular,11,jul,2,-1,0,,12.33.01 PM,12.54.51,0.21.50,1
2432,52,services,married,secondary,0,431,0,0,cellular,26,aug,17,-1,0,,12.31.09 PM,12.32.22,0.01.13,0
2433,50,technician,divorced,secondary,0,-556,1,1,cellular,22,jul,2,-1,0,,3.05.55 AM,3.10.25,0.04.30,0
2434,30,blue-collar,single,secondary,0,161,0,1,telephone,8,sep,3,-1,0,,5.33.56 AM,5.38.54,0.04.58,1
2435,60,retired,married,tertiary,0,846,0,0,telephone,26,may,1,-1,0,,3.38.56 AM,4.01.22,0.22.26,1
2436,30,technician,single,tertiary,0,880,1,1,,19,may,6,-1,0,,4.04.02 AM,4.20.09,0.16.07,1
2437,55,unemployed,married,primary,0,1212,0,0,cellular,31,aug,1,92,1,failure,12.39.02 PM,12.43.03,0.04.01,0
2438,31,blue-collar,married,secondary,0,150,1,0,telephone,14,may,2,-1,0,,4.14.29 AM,4.15.37,0.01.08,0
2439,56,technician,married,secondary,0,0,1,0,cellular,20,apr,1,-1,0,,2.26.38 AM,2.30.47,0.04.09,0
2440,28,blue-collar,single,secondary,0,1112,1,0,,16,may,2,-1,0,,9.53.33 AM,10.07.20,0.13.47,0
2441,57,retired,divorced,primary,0,720,0,0,telephone,17,feb,4,-1,0,,1.47.38 AM,1.51.00,0.03.22,1
2442,40,manullgement,divorced,tertiary,0,3426,0,0,cellular,11,aug,3,-1,0,,9.34.30 AM,9.36.04,0.01.34,0
2443,46,blue-collar,single,primary,0,2851,1,0,,19,may,2,-1,0,,11.52.48 AM,11.54.50,0.02.02,0
2444,37,unemployed,single,tertiary,0,1316,1,0,cellular,18,nov,1,172,2,failure,5.52.48 AM,5.59.17,0.06.29,0
2445,41,services,divorced,tertiary,0,1583,1,0,cellular,9,jul,1,-1,0,,9.07.19 AM,9.18.21,0.11.02,1
2446,37,services,married,secondary,0,523,1,0,telephone,19,nov,1,-1,0,,11.17.14 AM,11.17.35,0.00.21,0
2447,35,blue-collar,married,,0,444,0,0,cellular,2,jun,2,-1,0,,3.38.18 AM,3.39.17,0.00.59,0
2448,33,services,divorced,secondary,0,44,0,1,cellular,23,jul,1,-1,0,,5.14.20 AM,5.23.09,0.08.49,1
2449,27,admin.,married,tertiary,0,73,0,0,cellular,10,feb,1,-1,0,,3.47.32 AM,3.50.11,0.02.39,1
2450,28,manullgement,single,tertiary,0,223,1,0,telephone,27,aug,2,119,1,other,3.43.05 AM,3.45.42,0.02.37,1
2451,54,manullgement,divorced,secondary,0,300,1,0,cellular,20,nov,2,-1,0,,4.12.14 AM,4.21.36,0.09.22,1
2452,35,admin.,divorced,secondary,0,1224,1,0,cellular,3,nov,1,-1,0,,3.15.38 AM,3.18.45,0.03.07,1
2453,47,entrepreneur,married,tertiary,0,0,0,0,telephone,18,nov,2,-1,0,,12.42.47 PM,12.44.30,0.01.43,0
2454,42,manullgement,married,tertiary,0,1435,1,0,cellular,7,may,1,-1,0,,1.26.31 AM,1.45.39,0.19.08,1
2455,31,manullgement,married,tertiary,0,1812,0,0,cellular,12,aug,1,104,1,success,5.37.32 AM,5.39.24,0.01.52,0
2456,32,technician,single,tertiary,0,4071,0,0,cellular,30,jun,2,-1,0,,1.43.33 AM,1.48.52,0.05.19,1
2457,26,admin.,married,secondary,0,354,1,0,cellular,8,may,5,347,5,other,4.12.33 AM,4.17.15,0.04.42,0
2458,39,blue-collar,married,secondary,0,3231,1,1,,5,jun,2,-1,0,,9.54.21 AM,9.57.05,0.02.44,0
2459,60,blue-collar,married,primary,0,0,0,1,cellular,13,aug,4,-1,0,,5.02.20 AM,5.07.44,0.05.24,0
2460,52,self-employed,married,secondary,0,273,0,0,,7,may,1,-1,0,,3.57.45 AM,4.01.32,0.03.47,0
2461,28,self-employed,single,secondary,0,-395,1,0,,30,jun,4,-1,0,,1.42.02 AM,1.44.23,0.02.21,0
2462,33,admin.,divorced,secondary,0,294,1,0,cellular,8,may,1,-1,0,,9.35.53 AM,9.48.36,0.12.43,1
2463,44,blue-collar,married,secondary,0,6491,1,0,cellular,19,nov,2,174,1,failure,9.00.53 AM,9.02.59,0.02.06,0
2464,67,retired,divorced,secondary,0,704,0,0,cellular,8,feb,2,97,1,success,2.59.07 AM,3.02.13,0.03.06,1
2465,36,manullgement,married,tertiary,0,6153,0,0,telephone,17,nov,3,-1,0,,4.34.40 AM,4.38.40,0.04.00,0
2466,37,blue-collar,married,primary,0,3370,1,0,cellular,20,nov,4,-1,0,,4.32.27 AM,4.35.03,0.02.36,0
2467,52,admin.,married,secondary,0,941,0,0,cellular,4,feb,2,-1,0,,11.13.06 AM,11.14.35,0.01.29,0
2468,55,retired,divorced,secondary,0,2204,0,0,cellular,22,feb,1,264,1,failure,2.29.12 AM,2.33.33,0.04.21,1
2469,28,student,single,secondary,0,404,1,0,cellular,18,may,2,367,4,other,10.26.46 AM,10.27.19,0.00.33,0
2470,33,entrepreneur,married,tertiary,0,87,1,1,cellular,21,nov,4,-1,0,,10.45.00 AM,10.47.21,0.02.21,0
2471,38,self-employed,married,tertiary,0,3139,1,0,cellular,18,nov,2,-1,0,,12.01.52 PM,12.04.49,0.02.57,0
2472,67,retired,married,secondary,0,1146,0,0,cellular,13,nov,1,92,2,failure,11.06.08 AM,11.10.27,0.04.19,1
2473,40,services,married,primary,0,-9,1,0,,15,may,2,-1,0,,5.40.43 AM,5.56.03,0.15.20,1
2474,38,admin.,married,secondary,0,755,1,0,cellular,17,feb,1,-1,0,,5.23.29 AM,5.25.29,0.02.00,1
2475,29,technician,single,tertiary,0,262,1,1,cellular,29,jul,9,-1,0,,9.07.02 AM,9.15.32,0.08.30,0
2476,30,admin.,single,secondary,0,-213,1,1,,27,may,1,-1,0,,4.45.14 AM,4.57.45,0.12.31,1
2477,45,admin.,divorced,secondary,0,2519,0,0,cellular,21,nov,1,-1,0,,11.25.20 AM,11.33.10,0.07.50,0
2478,32,blue-collar,married,primary,0,902,1,0,,27,may,2,-1,0,,12.11.23 PM,12.13.09,0.01.46,0
2479,54,technician,married,secondary,0,1349,0,0,telephone,11,aug,6,-1,0,,5.02.39 AM,5.14.16,0.11.37,0
2480,25,admin.,single,secondary,0,96,0,0,,26,may,1,-1,0,,2.26.47 AM,2.31.40,0.04.53,0
2481,37,technician,married,tertiary,0,122,0,0,cellular,25,jun,2,318,3,other,11.56.42 AM,12.01.08,0.04.26,1
2482,52,technician,married,secondary,0,0,1,0,cellular,7,sep,1,294,1,failure,9.51.49 AM,9.55.20,0.03.31,1
2483,27,admin.,married,secondary,0,1595,0,0,cellular,29,dec,2,197,2,success,4.59.42 AM,5.02.58,0.03.16,1
2484,37,manullgement,married,tertiary,0,5106,0,0,cellular,30,apr,1,-1,0,,1.40.25 AM,1.44.29,0.04.04,1
2485,55,blue-collar,married,secondary,0,0,0,0,,12,jun,2,-1,0,,5.01.33 AM,5.11.47,0.10.14,1
2486,48,blue-collar,married,secondary,0,1405,1,0,,14,may,2,-1,0,,10.50.14 AM,11.00.43,0.10.29,1
2487,51,manullgement,married,tertiary,0,346,0,0,cellular,12,feb,1,92,5,success,5.46.33 AM,5.48.35,0.02.02,1
2488,31,technician,single,secondary,0,198,0,0,cellular,30,jan,4,-1,0,,5.49.54 AM,5.56.00,0.06.06,0
2489,38,technician,married,secondary,0,4539,0,0,cellular,16,sep,1,-1,0,,4.16.04 AM,4.22.31,0.06.27,1
2490,31,manullgement,married,tertiary,0,141,1,0,cellular,4,feb,2,238,7,other,3.32.50 AM,3.42.22,0.09.32,1
2491,40,services,single,secondary,0,65,1,0,cellular,15,may,3,-1,0,,9.23.52 AM,9.24.07,0.00.15,0
2492,41,blue-collar,married,secondary,0,429,1,0,,13,may,1,-1,0,,10.35.01 AM,10.39.05,0.04.04,0
2493,46,blue-collar,married,secondary,0,640,1,0,cellular,12,mar,1,182,4,success,9.12.21 AM,9.15.56,0.03.35,1
2494,32,blue-collar,married,secondary,0,101,1,0,,19,may,4,-1,0,,2.48.23 AM,2.51.34,0.03.11,0
2495,38,manullgement,married,tertiary,0,1308,1,0,cellular,2,feb,1,-1,0,,9.06.43 AM,9.17.09,0.10.26,1
2496,59,unemployed,married,secondary,0,4497,1,0,cellular,4,feb,1,251,1,failure,5.43.31 AM,5.47.04,0.03.33,0
2497,41,blue-collar,married,primary,0,258,1,0,,7,may,1,-1,0,,10.02.51 AM,10.07.03,0.04.12,0
2498,31,blue-collar,married,secondary,0,873,1,0,,23,may,4,-1,0,,1.39.31 AM,1.41.56,0.02.25,0
2499,48,manullgement,married,tertiary,0,1167,1,1,cellular,1,jun,1,-1,0,,9.08.22 AM,9.12.46,0.04.24,1
2500,37,manullgement,married,tertiary,0,238,0,0,cellular,3,feb,1,92,1,success,5.23.29 AM,5.26.34,0.03.05,1
2501,28,services,single,secondary,0,0,0,1,cellular,16,jul,1,-1,0,,12.12.33 PM,12.14.46,0.02.13,0
2502,47,manullgement,single,tertiary,0,512,0,0,cellular,15,jul,2,-1,0,,10.52.19 AM,10.53.57,0.01.38,0
2503,56,services,married,secondary,0,705,1,0,,29,may,2,-1,0,,9.54.20 AM,9.56.51,0.02.31,0
2504,45,manullgement,married,tertiary,0,1034,0,1,cellular,24,jul,4,-1,0,,10.14.35 AM,10.44.55,0.30.20,0
